title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Self Portrait,4,8,15,"art, self-awareness",low,indoor,all,"[""brushes"", ""paint"", ""paper or surface""]","['Provide each child with a mirror, paper, pencils, and coloured crayons or paints.', 'Ask them to look closely at their features and draw what they see, focusing on shapes and proportions.', 'Encourage adding details like hair texture, freckles, or glasses to personalise the portrait.', 'Display the finished self‑portraits and celebrate everyone’s unique appearance.']",1+,yes
Straw Sculpture,5,10,15,"engineering, creativity",low,indoor,all,[],"['Provide bendy straws cut into various lengths and connectors like modelling clay or pipe cleaners.', 'Show children how to join the straws to build towers, bridges, or other shapes.', 'Challenge them to create the tallest structure or one that can hold a small toy.', 'Display the finished sculptures and discuss what made each design sturdy.']",1+,yes
Tape Tornado,3,8,10,"motor skills, breath control",low,indoor,all,"[""masking tape or painter's tape"", ""small stones or buttons"", ""various balls of different sizes""]","['Lay strips of masking tape on the floor in swirling or zigzag patterns to form a path.', 'Have children follow the tape by walking, hopping, or crawling along it.', 'Place small tasks or movements at intervals, like doing a spin or a jumping jack.', 'Peel up and redesign the tape path to create new mazes or challenges.']",1+,yes
Two Truths & a Tale,6,10,10,"communication, game",free,indoor,all,[],"['Gather players in a circle and ask each person to think of two true facts and one made‑up story about themselves.', 'Players share their three statements in any order while others listen carefully.', 'The group guesses which statement is the tale before the storyteller reveals the answer.', 'Continue around the circle until everyone has shared; laugh and learn new things about each other.']",2+,no
Family Charades,6,12,20,"social,performance,fun",free,indoor,all,[],"['Write words, phrases, or animals on slips of paper and fold them up.', 'One player draws a slip and acts out the word without speaking while others guess.', 'Use a timer to keep turns short and rotate actors so everyone gets a chance.', 'Keep score if you like or just enjoy the laughter and creativity.']",1+,no
Ping Pong Ball Catch,6,12,15,"physical,coordination,fun",free,indoor,all,"[""cups"", ""plastic cups"", ""small balls or pom poms"", ""various balls of different sizes"", ""water source""]","['Provide small cups or bowls and ping pong balls for each player.', 'Have children toss a ball into the air and try to catch it in their cup.', 'Increase difficulty by standing farther apart or using smaller cups.', 'Play in pairs, tossing and catching with each other to practise coordination.']",3+,yes
Indoor Bowling,5,12,20,"physical,fun",free,indoor,all,"[""cups"", ""plastic cups"", ""small balls or pom poms"", ""various balls of different sizes"", ""water source""]","['Set up empty plastic bottles or toy pins at the end of a hallway or open space.', 'Roll a soft ball toward the pins, aiming to knock down as many as possible.', 'Keep score over several turns like real bowling or simply count pins knocked down.', 'Make it more challenging by using a smaller ball or increasing the distance.']",1+,yes
Crab Walk Race,4,10,10,"physical,strength,fun",free,indoor,all,[],"['Teach children how to sit on the floor, lift their hips, and move on hands and feet like a crab.', 'Mark a start and finish line and have them race while keeping their tummy up.', 'Add obstacles to crawl around or have them carry a small stuffed animal on their stomachs.', 'Remind them to stretch wrists and shoulders before and after racing.']",2+,yes
Indoor Treasure Hunt,5,12,20,"problem-solving,exploration,fun",free,indoor,all,[],"['Hide small objects or treats around the house and create a map or write clues.', 'Give children the map or first clue and let them search for the hidden treasures.', 'Offer hints if they get stuck and celebrate each discovery.', 'End the hunt with a special surprise or snack once all items are found.']",1+,yes
Hide and Seek,3,10,15,"social,fun",free,indoor,all,[],"['Designate one player as the seeker, who counts to a higher number while others hide within set boundaries.', 'Ensure off‑limit areas are understood and safe hiding spots are chosen.', 'The seeker searches for all players; the last person found becomes the next seeker.', 'For older children, play in teams or add props like flashlights for a dark version.']",1+,no
Eat a Food You've Never Tried,12,18,30,"culinary, exploration",low,indoor,all,"[""food"", ""restaurant or market""]","['Research restaurants offering unique cuisines.', 'Choose a dish that is completely new to you.', 'Try it and discuss the flavors and experience.', 'Rate and remember your favorite new food.']",1+,no
Watch Clouds and Relax,10,99,30,"relaxing, nature",free,outdoor,all,"[""blanket"", ""open space""]","['Grab a blanket and find grass.', 'Lie down and watch clouds passing by.', 'Describe shapes you see and point them out.', 'Enjoy quiet time together.']",1+,no
Make a Card for Friend or Grandparent,8,99,30,"creative, caring",low,indoor,all,"[""cardstock"", ""markers"", ""stamps"", ""stickers""]","['Choose recipient and occasion.', 'Design and write heartfelt message.', 'Add decorations and drawings.', 'Send or deliver in person.']",1+,no
Catch Lightning Bugs,8,16,30,"nature, outdoor, fun",free,outdoor,summer,"[""jars"", ""nets""]","['Search for lightning bugs at dusk in summer.', 'Gently catch them in nets or jars.', 'Observe their glow and patterns.', 'Release them afterward safely.']",1+,no
Water Gun Fight,10,18,45,"exercise, fun, outdoor",low,outdoor,summer,"[""water guns"", ""water buckets"", ""open space""]","['Fill water guns and gather supplies.', 'Set boundaries for play area.', 'Have free-for-all water battle.', 'Dry off and plan for next round.']",2+,yes
Sketch Your Pet,10,99,45,"art, creative",low,indoor,all,"[""paper"", ""pencils or pastels""]","['Position pet comfortably.', 'Spend time observing details.', 'Sketch pet from different angles.', 'Share artwork with pet owner.']",1+,no
Create a Photo Journal or Blog,12,19,90,"creative, tech, documentation",free,indoor,all,"[""camera"", ""computer"", ""blogging platform""]","['Choose photography theme or topic.', 'Take photos daily or weekly.', 'Write captions and stories.', 'Share on blog or social media.']",1+,no
Write a Poem,10,99,30,"creative, writing",free,indoor,all,"[""paper"", ""pen or pencil""]","['Choose a theme or emotion.', 'Brainstorm words and phrases.', 'Write poem in any style.', 'Share with friends or keep private.']",1+,no
Sidewalk Chalk Art,8,18,45,"art, creative, outdoor",low,outdoor,"spring, summer, fall","[""sidewalk chalk"", ""driveway or sidewalk""]","['Draw colorful murals on driveway or sidewalk.', 'Create hopscotch grids or obstacle courses.', 'Try 3D chalk art techniques.', 'Take photos before rain washes it away.']",1+,no
Cooking Competition,12,19,90,"culinary, competitive, creative",medium,indoor,all,"[""ingredients"", ""kitchen tools"", ""timer"", ""judges (family members)""]","['Choose a theme like desserts or sandwiches.', 'Give each team same ingredients and time limit.', 'Cook or prepare dishes within time.', 'Have family judge on taste, presentation, and creativity.']",2+,yes
Volunteer at Animal Shelter,12,19,120,"service, animals, social",free,indoor,all,"[""closed-toe shoes"", ""old clothes"", ""hand sanitizer""]","['Contact local animal shelter about volunteer opportunities.', 'Complete any required training or orientation.', 'Walk dogs, play with cats, or help with cleaning.', 'Learn about animal care and responsibility.']",1+,yes
Texture Hunt,3,7,30,"sensory, exploration, learning",free,both,all,"[""collection bag""]","['Search for items with different textures.', 'Collect rough, smooth, soft, hard items.', 'Compare and describe textures.', 'Sort items by texture type.']",1+,no
Cotton Ball Snowman,4,9,30,"craft, winter, creative",low,indoor,winter,"[""cotton balls"", ""paper"", ""glue"", ""markers"", ""buttons""]","['Draw snowman outline on paper.', 'Glue cotton balls to fill shape.', 'Add buttons, hat, and face details.', 'Display winter artwork.']",1+,no
Homemade Lava Lamp,7,14,45,"science, visual, experiment",low,indoor,all,"[""clear bottle"", ""water"", ""oil"", ""food coloring"", ""antacid tablet""]","['Fill bottle 3/4 with oil.', 'Add water and food coloring.', 'Drop in antacid tablet pieces.', 'Watch bubbles rise and fall.']",1+,yes
DIY Telescope,8,15,60,"craft, science, astronomy",low,indoor,all,"[""cardboard tubes"", ""magnifying glasses"", ""tape"", ""decorations""]","['Arrange tubes to create extending telescope.', 'Position magnifying lenses.', 'Secure with tape.', 'Decorate and use for stargazing.']",1+,no
Cup Stacking Challenge,5,13,30,"game, coordination, competition",low,indoor,all,"[""plastic cups""]","['Stack cups in pyramid as fast as possible.', 'Unstack and restack in patterns.', 'Time each attempt.', 'Compete against others or personal best.']",1+,no
Nature Weaving,6,13,90,"craft, nature, creative",low,outdoor,all,"[""sticks"", ""yarn"", ""natural materials""]","['Create frame with sticks tied together.', 'Weave yarn across frame.', 'Add leaves, flowers, feathers while weaving.', 'Hang finished nature weaving.']",1+,no
Homemade Gak,6,12,30,"science, sensory, fun",low,indoor,all,"[""white glue"", ""borax"", ""water"", ""food coloring""]","['Mix glue with water and coloring.', 'In separate bowl, mix borax with water.', 'Combine mixtures and knead.', 'Play with stretchy gak.']",1+,yes
Paper Quilling,9,99,60,"craft, fine motor, decorative",low,indoor,all,"[""paper strips"", ""glue"", ""quilling tool"", ""cardstock""]","['Roll paper strips into coils with tool.', 'Shape coils into designs.', 'Glue to cardstock in patterns.', 'Create decorative quilled art.']",1+,no
Backyard Bird Watching,6,99,60,"nature, observation, calm",low,outdoor,all,"[""binoculars"", ""bird identification book"", ""notebook""]","['Set up viewing spot near feeders or trees.', 'Observe birds quietly.', 'Identify species and note behaviors.', 'Keep bird watching journal.']",1+,no
Shoebox Guitar,6,12,60,"music, craft, engineering",low,indoor,all,"[""shoebox"", ""rubber bands"", ""cardboard tube"", ""tape""]","['Cut hole in shoebox lid.', 'Stretch rubber bands around box.', 'Attach tube as neck.', 'Pluck bands to make music.']",1+,no
Rainbow in a Jar,7,14,45,"science, visual, experiment",low,indoor,all,"[""clear jar"", ""sugar"", ""food coloring"", ""water"", ""spoons""]","['Create sugar solutions of varying concentrations.', 'Add different colors to each.', 'Layer carefully in jar from densest to lightest.', 'Observe rainbow layers.']",1+,yes
Newspaper Fashion Show,8,16,90,"creative, teamwork, performance",low,indoor,all,"[""newspapers"", ""tape"", ""scissors"", ""accessories""]","['Design outfits using only newspaper and tape.', 'Create hats, dresses, or costumes.', 'Model creations in fashion show.', 'Vote for most creative design.']",3+,no
DIY Maze Game,7,14,90,"craft, engineering, game",low,indoor,all,"[""cardboard"", ""straws or popsicle sticks"", ""glue"", ""marble""]","['Design maze layout on cardboard.', 'Glue straws as walls.', 'Add start and finish points.', 'Navigate marble through maze by tilting.']",1+,no
Leaf People,4,9,30,"craft, nature, imaginative",free,outdoor,autumn,"[""leaves"", ""markers"", ""googly eyes"", ""glue""]","['Collect leaves of various shapes.', 'Glue eyes to leaves.', 'Draw faces and features with markers.', 'Create leaf family or characters.']",1+,no
Homemade Compass,8,14,45,"science, educational, outdoor",low,indoor,all,"[""needle"", ""magnet"", ""cork"", ""bowl of water""]","['Magnetize needle by rubbing with magnet.', 'Push needle through cork slice.', 'Float in bowl of water.', 'Watch needle point north.']",1+,yes
Water Balloon Piñata,6,14,45,"outdoor, game, summer",low,outdoor,summer,"[""water balloons"", ""string"", ""blindfold"", ""stick""]","['Fill and hang water balloons from tree.', 'Blindfold player.', 'Swing stick to break balloon.', 'Get refreshing splash when successful.']",4+,yes
Coffee Filter Butterflies,4,9,30,"craft, art, spring",low,indoor,spring,"[""coffee filters"", ""markers"", ""spray bottle"", ""pipe cleaners""]","['Draw designs on coffee filter with markers.', 'Spray lightly with water to blend colors.', 'Let dry and pinch center.', 'Wrap pipe cleaner as body and antennae.']",1+,no
DIY Periscope,8,14,90,"craft, science, optical",low,indoor,all,"[""milk cartons"", ""small mirrors"", ""tape"", ""scissors""]","['Cut viewing holes in cartons at angles.', 'Position mirrors at 45-degree angles.', 'Tape cartons together.', 'Use to see around corners.']",1+,yes
Playdough Fossils,5,11,30,"educational, creative, science",low,indoor,all,"[""playdough"", ""small toys or shells"", ""paint""]","['Flatten playdough into thick disk.', 'Press object firmly into dough.', 'Remove to leave impression.', 'Let harden or paint as fossil.']",1+,no
Indoor Hopscotch Variations,5,12,30,"game, active, creative",low,indoor,all,"[""tape or paper""]","['Create hopscotch grid with tape.', 'Add variations: backwards, alphabet, math problems.', 'Jump through course following new rules.', 'Create custom hopscotch designs.']",1+,no
Constellation Viewer,7,14,60,"science, astronomy, craft",low,indoor,all,"[""toilet paper roll"", ""black paper"", ""pushpin"", ""flashlight""]","['Cover tube end with black paper.', 'Poke holes in constellation pattern.', 'Shine flashlight through tube.', 'Project constellation on ceiling.']",1+,no
Edible Necklaces,4,10,30,"craft, snack, creative",low,indoor,all,"[""cereal with holes"", ""licorice or string"", ""gummy candies""]","['Thread cereal and candies onto licorice.', 'Create colorful edible pattern.', 'Tie ends together.', 'Wear and eat as snack.']",1+,yes
Rock Tower Building,5,99,45,"outdoor, balance, meditative",free,outdoor,all,"[""rocks of various sizes""]","['Collect smooth flat rocks.', 'Balance rocks on top of each other.', 'Build tallest tower possible.', 'Photograph before it falls.']",1+,no
Tin Foil Sculptures,6,13,45,"art, creative, 3D",low,indoor,all,"[""aluminum foil"", ""cardboard base""]","['Tear off sheets of foil.', 'Shape into sculptures or figures.', 'Mold details with fingers.', 'Mount on base for display.']",1+,no
DIY Kaleidoscope,9,16,90,"craft, science, optical",medium,indoor,all,"[""toilet paper tube"", ""plastic sheet"", ""beads"", ""tape"", ""mirrors or reflective paper""]","['Line tube with reflective surfaces.', 'Add beads in clear end cap.', 'Seal and create viewing hole.', 'Rotate to see changing patterns.']",1+,yes
Puddle Jumping Contest,3,8,20,"outdoor, active, fun",free,outdoor,all,"[""rain boots"", ""puddles""]","['Find puddles after rain.', 'Jump in puddles making biggest splashes.', 'Measure splash distance.', 'Enjoy getting wet and muddy.']",2+,yes
Homemade Wind Sock,6,12,60,"craft, outdoor, decorative",low,outdoor,all,"[""fabric or plastic bag"", ""ribbon"", ""hoop or hanger"", ""string""]","['Attach fabric to hoop or hanger.', 'Add ribbon streamers to bottom.', 'Tie string for hanging.', 'Hang outside to show wind direction.']",1+,no
Paper Fortune Teller,7,13,30,"craft, game, nostalgia",free,indoor,all,"[""paper"", ""markers""]","['Fold paper into fortune teller shape.', 'Write fortunes inside flaps.', 'Decorate outside with colors and numbers.', 'Play fortune telling game with friends.']",2+,no
DIY Sidewalk Chalk,6,14,60,"craft, outdoor, creative",low,indoor,all,"[""plaster of paris"", ""water"", ""tempera paint"", ""molds""]","['Mix plaster with water and paint.', 'Pour into molds.', 'Let set for several hours.', 'Remove from molds and use for drawing.']",1+,yes
Water Relay Race,6,14,45,"outdoor, teamwork, summer",low,outdoor,summer,"[""buckets"", ""cups or sponges"", ""water""]","['Set up full bucket at one end, empty at other.', 'Form teams and line up.', 'Transfer water using cups or sponges.', 'First team to fill bucket wins.']",6+,no
Paper Bag Masks,4,10,45,"craft, imaginative, performance",low,indoor,all,"[""paper bags"", ""scissors"", ""markers"", ""decorations""]","['Cut eye holes in paper bag.', 'Decorate as animal, monster, or character.', 'Add yarn, feathers, or other materials.', 'Wear for imaginative play.']",1+,yes
Homemade Bubble Solution,5,99,30,"outdoor, science, summer",low,outdoor,summer,"[""dish soap"", ""water"", ""glycerin or corn syrup"", ""bubble wands""]","['Mix water with dish soap.', 'Add glycerin for stronger bubbles.', 'Let solution sit if possible.', 'Blow bubbles and experiment with wands.']",1+,no
Toothpick Structures,7,14,60,"engineering, creative, STEM",low,indoor,all,"[""toothpicks"", ""marshmallows or gumdrops""]","['Use marshmallows as connectors.', 'Build geometric structures with toothpicks.', 'Test strength of different designs.', 'Create tallest tower or strongest bridge.']",1+,no
Shadow Tracing,4,10,30,"art, science, outdoor",free,outdoor,all,"[""chalk"", ""sunny day""]","['Stand so sun casts shadow on ground.', 'Have partner trace shadow outline.', 'Draw details inside outline.', 'Trace at different times to see shadow change.']",2+,no
DIY Drums Set,5,12,60,"music, creative, recycling",low,indoor,all,"[""pots"", ""containers"", ""wooden spoons"", ""tape""]","['Arrange various containers as drums.', 'Use wooden spoons as drumsticks.', 'Create rhythms and beats.', 'Have family drum circle.']",1+,yes
Celery Rainbow Experiment,6,12,45,"science, observation, colorful",low,indoor,all,"[""celery stalks"", ""food coloring"", ""glasses"", ""water""]","['Fill glasses with water and different colors.', 'Place celery stalk in each glass.', 'Observe over 24 hours as color travels up.', 'Discuss plant water absorption.']",1+,no
Obstacle Course Race,6,14,60,"outdoor, active, competitive",free,outdoor,all,"[""household items for obstacles""]","['Set up stations with challenges.', 'Include crawling, jumping, balancing.', 'Time each participant.', 'Award medals to fastest times.']",2+,yes
Paper Straw Necklaces,4,9,30,"craft, fine motor, creative",low,indoor,all,"[""paper straws"", ""scissors"", ""string""]","['Cut straws into small pieces.', 'Thread onto string in patterns.', 'Add beads or alternate colors.', 'Tie to create necklace.']",1+,no
Homemade Watercolors,7,14,60,"art, DIY, creative",low,indoor,all,"[""baking soda"", ""vinegar"", ""corn syrup"", ""food coloring""]","['Mix baking soda, vinegar, and corn syrup.', 'Divide into containers and add colors.', 'Let dry in paint palette.', 'Use with water like regular watercolors.']",1+,yes
Story Stones,6,13,60,"creative, literacy, craft",low,indoor,all,"[""smooth stones"", ""paint or markers"", ""sealer""]","['Paint simple images on stones.', 'Include characters, objects, settings.', 'Store in bag.', 'Draw stones randomly to create stories.']",1+,no
Indoor Basketball,5,13,30,"game, active, indoor",low,indoor,all,"[""laundry basket"", ""soft balls or socks""]","['Hang or place basket as hoop.', 'Mark shooting line with tape.', 'Take turns shooting baskets.', 'Keep score and play tournament.']",2+,no
Milk Jug Igloo,8,16,180,"engineering, recycling, creative",free,indoor,winter,"[""milk jugs"", ""scissors"", ""tape or glue""]","['Collect many clean milk jugs.', 'Cut jugs and arrange in dome shape.', 'Connect with tape or glue.', 'Create large igloo structure.']",3+,yes
Leaf Sorting Activity,4,8,30,"learning, nature, science",free,outdoor,autumn,"[""various leaves"", ""sorting containers""]","['Collect different types of leaves.', 'Sort by size, shape, or color.', 'Count leaves in each category.', 'Identify tree types if possible.']",1+,no
DIY Butterfly Feeder,7,14,60,"nature, craft, outdoor",low,outdoor,summer,"[""jar lid"", ""sponge"", ""sugar water"", ""string"", ""bright decorations""]","['Mix sugar water solution.', 'Place sponge in jar lid.', 'Pour solution over sponge.', 'Hang in garden and observe butterflies.']",1+,yes
Pom Pom Launcher,6,13,45,"engineering, game, STEM",low,indoor,all,"[""plastic spoons"", ""pom poms"", ""tape"", ""craft sticks""]","['Build catapult with sticks and spoon.', 'Place pom pom on spoon.', 'Launch at targets.', 'Measure distances and keep score.']",2+,no
Homemade Rain Gauge,8,14,60,"science, weather, educational",low,outdoor,all,"[""clear plastic bottle"", ""ruler"", ""tape"", ""scissors""]","['Cut top off plastic bottle.', 'Invert top into bottom as funnel.', 'Tape ruler to side.', 'Place outside to measure rainfall.']",1+,no
Tissue Paper Flowers,6,12,45,"craft, decorative, creative",low,indoor,all,"[""tissue paper"", ""pipe cleaners"", ""scissors""]","['Stack tissue paper sheets.', 'Fold accordion style.', 'Secure center with pipe cleaner.', 'Separate layers to create flower.']",1+,no
